txn_id,txn_date,description,amount,dr_cr,balance,normalized_description,transaction_type,type_matched,type_score,type_rule,merchant_name,category
T000658,19/08/24,UPI/DR/15456373/ZOMATO*ORDER9511,575.88,DR,-1053586.15,UPI DR 15456373 ZOMATO ORDER9511,UPI,UPI,1,regex,ZOMATO,Food
T000675,20/08/24,POS SALE AT DOMINOS PUNE,11652.61,DR,-1044058.44,POS SALE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000688,21/08/24,POS 3572 SWIPE AT MCDONALDS MUMBAI,10327.81,DR,-963917.69,POS 3572 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000700,19/08/24,POS 8496 SWIPE AT DOMINOS PUNE,6192.03,DR,-997991.47,POS 8496 SWIPE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000703,19/08/24,POS SALE AT KFC BANGALORE,7838.67,DR,-1038001.58,POS SALE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000705,23/08/24,POS SALE AT STARBUCKS BKC,1538.52,DR,-1041082.76,POS SALE AT STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000730,20/08/24,POS PURCHASE DOMINOS PUNE,1484.61,DR,-947888.83,POS PURCHASE DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000748,19/08/24,UPI/DR/56790372/ZOMATO/7646,4106.01,DR,-767522.05,UPI DR 56790372 ZOMATO 7646,UPI,UPI,1,regex,ZOMATO,Food
T000750,23/08/24,UPI/DR/31343341/ZOMATO*RIDE4411,4088.19,DR,-773422.79,UPI DR 31343341 ZOMATO RIDE4411,UPI,UPI,1,regex,ZOMATO,Food
T000765,19/08/24,POS SALE AT MCDONALDS MUMBAI,695.24,DR,-861496.54,POS SALE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000778,22/08/24,POS 9724 SWIPE AT KFC BANGALORE,10315.95,DR,-955545.25,POS 9724 SWIPE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000806,22/08/24,UPI/DR/38619492/SWIGGY/6496,409.79,DR,-1153826.32,UPI DR 38619492 SWIGGY 6496,UPI,UPI,1,regex,SWIGGY,Food
T000811,20/08/24,UPI/DR/34159253/ZOMATO/5934,1804.48,DR,-1178656.96,UPI DR 34159253 ZOMATO 5934,UPI,UPI,1,regex,ZOMATO,Food
T000822,22/08/24,UPI/CR/24912833/REFUND/SWIGGY,864.29,CR,-1157566.1,UPI CR 24912833 REFUND SWIGGY,UPI,UPI,1,regex,SWIGGY,Food
T000825,21/08/24,POS 5573 SWIPE AT DOMINOS PUNE,11095.45,DR,-1182838.6,POS 5573 SWIPE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000835,24/08/24,POS PURCHASE MCDONALDS MUMBAI,2793.96,DR,-1096552.96,POS PURCHASE MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000836,24/08/24,UPI/DR/37476059/SWIGGY*CABS2860,3280.29,DR,-1099833.25,UPI DR 37476059 SWIGGY CABS2860,UPI,UPI,1,regex,SWIGGY,Food
T000856,23/08/24,POS 9381 SWIPE AT MCDONALDS MUMBAI,6083.86,DR,-1166332.02,POS 9381 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000857,23/08/24,POS PURCHASE MCDONALDS MUMBAI,4759.66,DR,-1171091.68,POS PURCHASE MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000886,24/08/24,POS PURCHASE MCDONALDS MUMBAI,10630.02,DR,-1273950.59,POS PURCHASE MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000930,22/08/24,UPI/DR/41726640/ZOMATO*RIDE5186,1574.35,DR,-1338160.13,UPI DR 41726640 ZOMATO RIDE5186,UPI,UPI,1,regex,ZOMATO,Food
T000935,23/08/24,POS 3229 SWIPE AT KFC BANGALORE,3161.11,DR,-1354362.21,POS 3229 SWIPE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000953,22/08/24,POS SALE AT STARBUCKS BKC,987.69,DR,-1359244.34,POS SALE AT STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000956,23/08/24,POS 3425 SWIPE AT MCDONALDS MUMBAI,1584.95,DR,-1356907.85,POS 3425 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000967,25/08/24,POS PURCHASE DOMINOS PUNE,1575.62,DR,-1404085.49,POS PURCHASE DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000969,22/08/24,UPI/CR/68700864/REFUND/ZOMATO,751.55,CR,-1408425.98,UPI CR 68700864 REFUND ZOMATO,UPI,UPI,1,regex,ZOMATO,Food
T000975,21/08/24,UPI/DR/91074604/ZOMATO/8107,2718.44,DR,-1434681.7,UPI DR 91074604 ZOMATO 8107,UPI,UPI,1,regex,ZOMATO,Food
T000013,15/08/24,POS PURCHASE INDIAN OIL PUNE,11385.58,DR,108202.28,POS PURCHASE INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000027,15/08/24,POS PURCHASE HPCL DELHI,10165.8,DR,87828.65,POS PURCHASE HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000073,16/08/24,POS PURCHASE BPCL MUMBAI,5955.09,DR,146830.54,POS PURCHASE BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000142,16/08/24,POS 2911 SWIPE AT HPCL DELHI,14204.67,DR,-129819.86,POS 2911 SWIPE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000175,15/08/24,POS SALE AT SHELL PETROL BANGALORE,8052.95,DR,-184868.69,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000176,15/08/24,POS 3419 SWIPE AT SHELL PETROL BANGALORE,2367.37,DR,-187236.06,POS 3419 SWIPE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000182,16/08/24,POS PURCHASE SHELL PETROL BANGALORE,12202.31,DR,-210027.62,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000201,15/08/24,POS PURCHASE SHELL PETROL BANGALORE,11687.35,DR,-142357.97,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000225,18/08/24,POS SALE AT INDIAN OIL PUNE,1173.07,DR,-52296.44,POS SALE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL,Fuel
T000250,16/08/24,POS SALE AT HPCL DELHI,8836.14,DR,-228011.8,POS SALE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000272,17/08/24,POS SALE AT SHELL PETROL BANGALORE,9652.93,DR,-336492.53,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000289,19/08/24,POS PURCHASE HPCL DELHI,8439.43,DR,-293415.37,POS PURCHASE HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000322,17/08/24,POS PURCHASE SHELL PETROL BANGALORE,588.68,DR,-366782.02,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000332,18/08/24,POS PURCHASE INDIAN OIL PUNE,12320.69,DR,-466437.01,POS PURCHASE INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000352,17/08/24,POS 9006 SWIPE AT INDIAN OIL PUNE,8567.89,DR,-447710.82,POS 9006 SWIPE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000379,18/08/24,POS SALE AT BPCL MUMBAI,14805.86,DR,-628607.96,POS SALE AT BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000383,20/08/24,POS PURCHASE INDIAN OIL PUNE,4786.62,DR,-696766.36,POS PURCHASE INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000390,20/08/24,POS SALE AT SHELL PETROL BANGALORE,3580.39,DR,-718524.75,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000417,17/08/24,POS 4813 SWIPE AT SHELL PETROL BANGALORE,3868.28,DR,-961615.88,POS 4813 SWIPE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000427,20/08/24,POS 3086 SWIPE AT BPCL MUMBAI,14242.06,DR,-1021205.83,POS 3086 SWIPE AT BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000490,21/08/24,POS PURCHASE SHELL PETROL BANGALORE,7771.45,DR,-1047728.89,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000497,19/08/24,POS SALE AT INDIAN OIL PUNE,5714.81,DR,-1088335.67,POS SALE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL,Fuel
T000522,21/08/24,POS SALE AT SHELL PETROL BANGALORE,11459.47,DR,-975103.95,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000566,21/08/24,POS SALE AT INDIAN OIL PUNE,7846.61,DR,-970993.94,POS SALE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL,Fuel
T000577,22/08/24,POS 7877 SWIPE AT SHELL PETROL BANGALORE,2825.85,DR,-1016414.12,POS 7877 SWIPE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000599,20/08/24,POS SALE AT BPCL MUMBAI,10572.11,DR,-1118019.18,POS SALE AT BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000614,20/08/24,POS PURCHASE BPCL MUMBAI,6294.06,DR,-1096053.89,POS PURCHASE BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000628,19/08/24,POS PURCHASE BPCL MUMBAI,201.37,DR,-1177019.9,POS PURCHASE BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000678,20/08/24,POS PURCHASE BPCL MUMBAI,11591.28,DR,-1059150.84,POS PURCHASE BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000694,20/08/24,POS SALE AT SHELL PETROL BANGALORE,2925.2,DR,-986022.92,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000698,19/08/24,POS 4166 SWIPE AT HPCL DELHI,6247.12,DR,-991130.27,POS 4166 SWIPE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000702,19/08/24,POS SALE AT SHELL PETROL BANGALORE,6883.82,DR,-1030162.91,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000724,21/08/24,POS 6307 SWIPE AT SHELL PETROL BANGALORE,10350.37,DR,-974389.51,POS 6307 SWIPE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000728,21/08/24,POS PURCHASE INDIAN OIL PUNE,14550.28,DR,-1011079.01,POS PURCHASE INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000747,22/08/24,POS PURCHASE SHELL PETROL BANGALORE,5401.32,DR,-763416.04,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000753,23/08/24,POS SALE AT SHELL PETROL BANGALORE,10345.53,DR,-791595.57,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000764,20/08/24,POS SALE AT BPCL MUMBAI,8753.49,DR,-860801.3,POS SALE AT BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000790,22/08/24,POS SALE AT SHELL PETROL BANGALORE,13706.62,DR,-1044614.27,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000799,22/08/24,POS 8361 SWIPE AT HPCL DELHI,5221.42,DR,-1122623.95,POS 8361 SWIPE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000832,22/08/24,POS SALE AT INDIAN OIL PUNE,5896.21,DR,-1086389.29,POS SALE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL,Fuel
T000838,24/08/24,POS SALE AT SHELL PETROL BANGALORE,7158.42,DR,-1108449.68,POS SALE AT SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL,Fuel
T000842,20/08/24,POS SALE AT BPCL MUMBAI,4514.45,DR,-1114626.48,POS SALE AT BPCL MUMBAI,CARD,POS,1,regex,BPCL MUMBAI,Fuel
T000884,22/08/24,POS PURCHASE SHELL PETROL BANGALORE,2876.56,DR,-1251851.71,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000885,22/08/24,POS PURCHASE SHELL PETROL BANGALORE,11468.86,DR,-1263320.57,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000898,21/08/24,POS 9955 SWIPE AT HPCL DELHI,14862.53,DR,-1311945.1,POS 9955 SWIPE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000899,25/08/24,POS PURCHASE HPCL DELHI,686.32,DR,-1312631.42,POS PURCHASE HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000902,24/08/24,POS SALE AT HPCL DELHI,5992.5,DR,-1343674.25,POS SALE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000920,23/08/24,POS SALE AT HPCL DELHI,3189.46,DR,-1284354.65,POS SALE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000928,21/08/24,POS 6049 SWIPE AT HPCL DELHI,12653.8,DR,-1334008.02,POS 6049 SWIPE AT HPCL DELHI,CARD,POS,1,regex,HPCL DELHI,Fuel
T000950,25/08/24,POS 8669 SWIPE AT INDIAN OIL PUNE,4896.3,DR,-1346034.22,POS 8669 SWIPE AT INDIAN OIL PUNE,CARD,POS,1,regex,INDIAN OIL PUNE,Fuel
T000958,21/08/24,POS PURCHASE SHELL PETROL BANGALORE,13333.04,DR,-1372880.45,POS PURCHASE SHELL PETROL BANGALORE,CARD,POS,1,regex,SHELL PETROL BANGALORE,Fuel
T000017,15/08/24,UPI/DR/45351479/LOCAL KIRANA SHOP,4135.3,DR,97923.55,UPI DR 45351479 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000020,15/08/24,UPI/DR/51273847/BIGBAZAR/DLF999,4603.75,DR,87402.07,UPI DR 51273847 BIGBAZAR DLF999,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000023,15/08/24,UPI/DR/70597444/LOCAL KIRANA SHOP,1913.87,DR,94210.76,UPI DR 70597444 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000031,16/08/24,UPI/DR/32097220/BIGBAZAR/ORB371,7423.17,DR,172673.38,UPI DR 32097220 BIGBAZAR ORB371,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000032,15/08/24,POS 8973 SWIPE AT DMART BANGALORE,4591.28,DR,168082.1,POS 8973 SWIPE AT DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000048,16/08/24,UPI/DR/33763566/BIGBAZAR/DLF854,7407.23,DR,137451.22,UPI DR 33763566 BIGBAZAR DLF854,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000049,15/08/24,UPI/DR/43308443/LOCAL KIRANA SHOP,6330.89,DR,131120.33,UPI DR 43308443 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000050,16/08/24,UPI/DR/73174945/LOCAL KIRANA SHOP,6560.2,DR,124560.13,UPI DR 73174945 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000051,15/08/24,POS 4652 SWIPE AT DMART BANGALORE,6097.3,DR,118462.83,POS 4652 SWIPE AT DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000053,15/08/24,UPI/DR/25480907/LOCAL KIRANA SHOP,4707.63,DR,114450.74,UPI DR 25480907 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000067,15/08/24,UPI/DR/70407340/LOCAL KIRANA SHOP,6742.92,DR,207680.86,UPI DR 70407340 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000096,15/08/24,UPI/DR/75884623/BIGBAZAR/PHX580,3907.91,DR,64086.34,UPI DR 75884623 BIGBAZAR PHX580,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000097,17/08/24,UPI/DR/43887075/BIGBAZAR/MBK131510,4010.21,DR,60076.13,UPI DR 43887075 BIGBAZAR MBK131510,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000108,16/08/24,UPI/DR/46173157/LOCAL KIRANA SHOP,3843.43,DR,27001.58,UPI DR 46173157 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000114,16/08/24,POS 2989 SWIPE AT BIGBAZAR PHOENIX,10704.79,DR,-565.34,POS 2989 SWIPE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000132,16/08/24,UPI/DR/74855088/LOCAL KIRANA SHOP,3143.71,DR,-78206.1,UPI DR 74855088 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000139,15/08/24,UPI/DR/63339667/BIGBAZAR/ORB114,2226,DR,-110598.19,UPI DR 63339667 BIGBAZAR ORB114,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000189,15/08/24,POS PURCHASE DMART BANGALORE,3552.84,DR,-255885.69,POS PURCHASE DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000203,16/08/24,POS SALE AT BIGBAZAR PHOENIX,10834.46,DR,-153600.19,POS SALE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000216,15/08/24,UPI/DR/46850196/BIGBAZAR/ORB472,4177.73,DR,-132167.2,UPI DR 46850196 BIGBAZAR ORB472,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000218,16/08/24,POS SALE AT DMART THANE,10250.12,DR,-142071.83,POS SALE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000223,18/08/24,POS SALE AT DMART MUMBAI,11946.71,DR,-49254.98,POS SALE AT DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000228,15/08/24,UPI/DR/83994695/LOCAL KIRANA SHOP,3546.05,DR,-82356.49,UPI DR 83994695 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000230,19/08/24,UPI/DR/79645282/BIGBAZAR/PHX301,5135.2,DR,-101525.81,UPI DR 79645282 BIGBAZAR PHX301,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000259,19/08/24,UPI/DR/46456416/BIGBAZAR/DLF348,548.51,DR,-251391.09,UPI DR 46456416 BIGBAZAR DLF348,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000263,15/08/24,POS PURCHASE DMART MUMBAI,14022.05,DR,-298883.94,POS PURCHASE DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000274,19/08/24,POS SALE AT DMART BANGALORE,11475.52,DR,-349387.49,POS SALE AT DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000280,16/08/24,UPI/DR/19263592/BIGBAZAR/PHX518,1562.85,DR,-233421.41,UPI DR 19263592 BIGBAZAR PHX518,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000287,17/08/24,POS 4559 SWIPE AT DMART THANE,7657.66,DR,-283453.15,POS 4559 SWIPE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000297,16/08/24,UPI/DR/25745913/LOCAL KIRANA SHOP,5610.67,DR,-341539.57,UPI DR 25745913 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000304,16/08/24,UPI/DR/80322629/BIGBAZAR/MBK131882,200.11,DR,-372546.61,UPI DR 80322629 BIGBAZAR MBK131882,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000318,18/08/24,POS PURCHASE DMART MUMBAI,10259.48,DR,-370134.43,POS PURCHASE DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000324,16/08/24,UPI/DR/42580349/LOCAL KIRANA SHOP,5529.73,DR,-374311.97,UPI DR 42580349 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000326,18/08/24,POS PURCHASE BIGBAZAR PHOENIX,10869.31,DR,-387411.19,POS PURCHASE BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000357,17/08/24,POS 8015 SWIPE AT DMART THANE,11815.77,DR,-471775.48,POS 8015 SWIPE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000366,17/08/24,UPI/DR/16497381/BIGBAZAR/ORB116,1125.26,DR,-535893.01,UPI DR 16497381 BIGBAZAR ORB116,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000367,18/08/24,POS SALE AT DMART THANE,13255.79,DR,-549148.8,POS SALE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000375,20/08/24,POS 2420 SWIPE AT DMART THANE,11336.2,DR,-606282.24,POS 2420 SWIPE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000376,16/08/24,POS 6152 SWIPE AT BIGBAZAR PHOENIX,4299.12,DR,-610581.36,POS 6152 SWIPE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000392,19/08/24,UPI/DR/14746418/LOCAL KIRANA SHOP,2676.15,DR,-719374.66,UPI DR 14746418 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000406,19/08/24,POS PURCHASE DMART MUMBAI,660.01,DR,-860029.58,POS PURCHASE DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000426,17/08/24,UPI/DR/92370625/LOCAL KIRANA SHOP,5374.42,DR,-1006963.77,UPI DR 92370625 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000428,20/08/24,UPI/DR/86166246/LOCAL KIRANA SHOP,4878.75,DR,-1026084.58,UPI DR 86166246 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000445,20/08/24,UPI/DR/73922841/BIGBAZAR/ORB974,5757.3,DR,-963320.11,UPI DR 73922841 BIGBAZAR ORB974,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000446,18/08/24,UPI/DR/86703472/BIGBAZAR/ORB277,7600.13,DR,-970920.24,UPI DR 86703472 BIGBAZAR ORB277,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000484,20/08/24,POS PURCHASE DMART THANE,5272.45,DR,-972526.95,POS PURCHASE DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000533,21/08/24,POS 9608 SWIPE AT DMART MUMBAI,7904.97,DR,-970602.94,POS 9608 SWIPE AT DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000549,19/08/24,POS PURCHASE DMART BANGALORE,11274.79,DR,-1028262.24,POS PURCHASE DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000550,21/08/24,POS 9397 SWIPE AT DMART MUMBAI,2923.09,DR,-1031185.33,POS 9397 SWIPE AT DMART MUMBAI,CARD,POS,1,regex,DMART MUMBAI,Grocery
T000557,18/08/24,UPI/DR/28790705/LOCAL KIRANA SHOP,2216.39,DR,-1088392.95,UPI DR 28790705 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000560,22/08/24,UPI/DR/89134873/LOCAL KIRANA SHOP,3797.9,DR,-1076398.79,UPI DR 89134873 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000568,20/08/24,UPI/DR/69042204/LOCAL KIRANA SHOP,755.14,DR,-985079.22,UPI DR 69042204 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000594,21/08/24,POS SALE AT DMART BANGALORE,6930.43,DR,-1088705.6,POS SALE AT DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000604,19/08/24,POS PURCHASE BIGBAZAR PHOENIX,11302.51,DR,-1141784.66,POS PURCHASE BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000615,20/08/24,UPI/DR/36703705/LOCAL KIRANA SHOP,7838.08,DR,-1103891.97,UPI DR 36703705 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000623,20/08/24,UPI/DR/62324272/LOCAL KIRANA SHOP,2092.06,DR,-1159055.87,UPI DR 62324272 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000627,21/08/24,UPI/DR/74646194/LOCAL KIRANA SHOP,6466.96,DR,-1176818.53,UPI DR 74646194 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000631,21/08/24,POS PURCHASE BIGBAZAR PHOENIX,4092.11,DR,-1183974.13,POS PURCHASE BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000637,21/08/24,POS 6410 SWIPE AT DMART THANE,1029.37,DR,-1192668.06,POS 6410 SWIPE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000640,20/08/24,POS SALE AT DMART BANGALORE,7197.82,DR,-1074994.86,POS SALE AT DMART BANGALORE,CARD,POS,1,regex,DMART BANGALORE,Grocery
T000642,18/08/24,UPI/DR/99482259/BIGBAZAR/DLF748,3558.17,DR,-1081781.78,UPI DR 99482259 BIGBAZAR DLF748,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000646,22/08/24,POS PURCHASE BIGBAZAR PHOENIX,4887.75,DR,-1066994.34,POS PURCHASE BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000659,19/08/24,POS SALE AT BIGBAZAR PHOENIX,8636.41,DR,-1062222.56,POS SALE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000692,20/08/24,POS 3158 SWIPE AT DMART THANE,8799.25,DR,-973185.49,POS 3158 SWIPE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000693,23/08/24,POS PURCHASE DMART THANE,9912.23,DR,-983097.72,POS PURCHASE DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000699,22/08/24,UPI/DR/39870720/LOCAL KIRANA SHOP,669.17,DR,-991799.44,UPI DR 39870720 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
